pollutant,run,level,participant_id,replicate,mean_value,sd_value
so2,corrida_1,0-nmol/mol,ref,1,0.039,0.045
so2,corrida_1,0-nmol/mol,ref,1,0.059,0.034
so2,corrida_2,100-nmol/mol,part_1,2,99.487,0.608
so2,corrida_2,100-nmol/mol,part_1,2,99.545,0.539
so2,corrida_2,100-nmol/mol,part_1,2,99.63,0.561
so2,corrida_2,100-nmol/mol,part_2,3,99.744,0.529
so2,corrida_2,100-nmol/mol,part_2,3,99.516,0.585
so2,corrida_2,100-nmol/mol,part_2,3,99.704,0.527
so2,corrida_2,100-nmol/mol,part_3,4,99.502,0.572
so2,corrida_2,100-nmol/mol,part_3,4,99.744,0.549
so2,corrida_2,100-nmol/mol,part_3,4,99.611,0.586
so2,corrida_2,100-nmol/mol,part_4,5,99.727,0.523
so2,corrida_2,100-nmol/mol,part_4,5,99.51,0.612
so2,corrida_2,100-nmol/mol,part_4,5,99.527,0.598
so2,corrida_2,100-nmol/mol,part_5,6,99.599,0.586
so2,corrida_2,100-nmol/mol,part_5,6,99.515,0.581
so2,corrida_2,100-nmol/mol,part_5,6,99.518,0.607
so2,corrida_2,100-nmol/mol,part_6,7,99.27,0.542
so2,corrida_2,100-nmol/mol,part_6,7,99.512,0.562
so2,corrida_2,100-nmol/mol,part_6,7,99.488,0.584
so2,corrida_2,100-nmol/mol,ref,1,99.487,0.596
so2,corrida_2,100-nmol/mol,ref,1,99.173,0.451
so2,corrida_2,100-nmol/mol,ref,1,99.413,0.551
so2,corrida_3,140-nmol/mol,part_1,2,139.021,0.489
so2,corrida_3,140-nmol/mol,part_1,2,139.017,0.47
so2,corrida_3,140-nmol/mol,part_1,2,139.194,0.465
so2,corrida_3,140-nmol/mol,part_2,3,139.407,0.374
so2,corrida_3,140-nmol/mol,part_2,3,139.37,0.385
so2,corrida_3,140-nmol/mol,part_2,3,139.298,0.498
so2,corrida_3,140-nmol/mol,part_3,4,139.193,0.484
so2,corrida_3,140-nmol/mol,part_3,4,139.014,0.459
so2,corrida_3,140-nmol/mol,part_3,4,138.998,0.481
so2,corrida_3,140-nmol/mol,part_4,5,139.19,0.515
so2,corrida_3,140-nmol/mol,part_4,5,139.356,0.432
so2,corrida_3,140-nmol/mol,part_4,5,139.092,0.482
so2,corrida_3,140-nmol/mol,part_5,6,139.079,0.513
so2,corrida_3,140-nmol/mol,part_5,6,139.105,0.502
so2,corrida_3,140-nmol/mol,part_5,6,139.106,0.509
so2,corrida_3,140-nmol/mol,part_6,7,139.101,0.503
so2,corrida_3,140-nmol/mol,part_6,7,139.039,0.489
so2,corrida_3,140-nmol/mol,part_6,7,139.112,0.477
so2,corrida_3,140-nmol/mol,ref,1,139.111,0.493
so2,corrida_3,140-nmol/mol,ref,1,139.1,0.47
so2,corrida_3,140-nmol/mol,ref,1,138.888,0.462
so2,corrida_4,180-nmol/mol,part_1,2,180.413,0.419
so2,corrida_4,180-nmol/mol,part_1,2,180.763,0.404
so2,corrida_4,180-nmol/mol,part_1,2,180.841,0.283
so2,corrida_4,180-nmol/mol,part_2,3,180.531,0.445
so2,corrida_4,180-nmol/mol,part_2,3,180.53,0.409
so2,corrida_4,180-nmol/mol,part_2,3,180.385,0.292
so2,corrida_4,180-nmol/mol,part_3,4,180.427,0.338
so2,corrida_4,180-nmol/mol,part_3,4,180.434,0.412
so2,corrida_4,180-nmol/mol,part_3,4,180.316,0.414
so2,corrida_4,180-nmol/mol,part_4,5,180.565,0.453
so2,corrida_4,180-nmol/mol,part_4,5,180.697,0.401
so2,corrida_4,180-nmol/mol,part_4,5,180.37,0.44
so2,corrida_4,180-nmol/mol,part_5,6,180.471,0.376
so2,corrida_4,180-nmol/mol,part_5,6,180.823,0.292
so2,corrida_4,180-nmol/mol,part_5,6,180.618,0.47
so2,corrida_4,180-nmol/mol,part_6,7,180.92,0.117
so2,corrida_4,180-nmol/mol,part_6,7,180.514,0.411
so2,corrida_4,180-nmol/mol,part_6,7,180.518,0.428
so2,corrida_4,180-nmol/mol,ref,1,180.539,0.441
so2,corrida_4,180-nmol/mol,ref,1,180.694,0.385
so2,corrida_4,180-nmol/mol,ref,1,180.607,0.416
so2,corrida_5,60-nmol/mol,part_1,2,59.894,0.035
so2,corrida_5,60-nmol/mol,part_1,2,59.902,0.031
so2,corrida_5,60-nmol/mol,part_1,2,59.918,0.031
so2,corrida_5,60-nmol/mol,part_2,3,59.882,0.043
so2,corrida_5,60-nmol/mol,part_2,3,59.905,0.034
so2,corrida_5,60-nmol/mol,part_2,3,59.884,0.036
so2,corrida_5,60-nmol/mol,part_3,4,59.879,0.045
so2,corrida_5,60-nmol/mol,part_3,4,59.903,0.035
so2,corrida_5,60-nmol/mol,part_3,4,59.893,0.038
so2,corrida_5,60-nmol/mol,part_4,5,59.874,0.04
so2,corrida_5,60-nmol/mol,part_4,5,59.902,0.034
so2,corrida_5,60-nmol/mol,part_4,5,59.894,0.027
so2,corrida_5,60-nmol/mol,part_5,6,59.89,0.036
so2,corrida_5,60-nmol/mol,part_5,6,59.888,0.028
so2,corrida_5,60-nmol/mol,part_5,6,59.885,0.038
so2,corrida_5,60-nmol/mol,part_6,7,59.907,0.036
so2,corrida_5,60-nmol/mol,part_6,7,59.884,0.049
so2,corrida_5,60-nmol/mol,part_6,7,59.895,0.038
so2,corrida_5,60-nmol/mol,ref,1,59.906,0.028
so2,corrida_5,60-nmol/mol,ref,1,59.883,0.059
so2,corrida_5,60-nmol/mol,ref,1,59.897,0.04
