pollutant,level,concentration,participant_id,replicate,sample_group,mean_value,sd_value
no,corrida_7,42-nmol/mol,part_6,7,21-30,25.05739412,1.608665304
no,corrida_7,42-nmol/mol,part_7,8,1-10,24.10626471,0.5725847043
no,corrida_7,42-nmol/mol,part_7,8,11-20,24.29080588,1.409761363
no,corrida_7,42-nmol/mol,part_7,8,21-30,25.04715882,1.031624968
no,corrida_7,42-nmol/mol,part_8,9,1-10,24.58949412,1.271988014
no,corrida_7,42-nmol/mol,part_8,9,11-20,25.23692353,0.5572309519
no,corrida_7,42-nmol/mol,part_8,9,21-30,25.06682353,1.424383284
no,corrida_7,42-nmol/mol,part_9,10,1-10,24.86137059,1.289390304
no,corrida_7,42-nmol/mol,part_9,10,11-20,25.19807059,1.389668775
no,corrida_7,42-nmol/mol,part_9,10,21-30,24.34657647,1.515582674
no,corrida_7,42-nmol/mol,ref,1,1-10,24.85787059,0.6906937604
no,corrida_7,42-nmol/mol,ref,1,11-20,24.78681765,0.7681336006
no,corrida_7,42-nmol/mol,ref,1,21-30,24.4435,1.196910992
no,corrida_8,81-nmol/mol,part_1,2,1-10,80.69303846,0.04044062051
no,corrida_8,81-nmol/mol,part_1,2,11-20,80.682,0.04963063769
no,corrida_8,81-nmol/mol,part_1,2,21-30,80.68457692,0.03925294748
no,corrida_8,81-nmol/mol,part_2,3,1-10,80.68455769,0.03422765399
no,corrida_8,81-nmol/mol,part_2,3,11-20,80.68476923,0.03029004541
no,corrida_8,81-nmol/mol,part_2,3,21-30,80.69013462,0.03135998725
no,corrida_8,81-nmol/mol,part_3,4,1-10,80.67534615,0.03821026897
no,corrida_8,81-nmol/mol,part_3,4,11-20,80.64430769,0.05485750473
no,corrida_8,81-nmol/mol,part_3,4,21-30,80.67698077,0.04353541581
no,corrida_8,81-nmol/mol,part_4,5,1-10,80.66861538,0.04367636567
no,corrida_8,81-nmol/mol,part_4,5,11-20,80.68505769,0.02768934724
no,corrida_8,81-nmol/mol,part_4,5,21-30,80.69126923,0.04770257678
no,corrida_8,81-nmol/mol,part_5,6,1-10,80.68378846,0.02890607025
no,corrida_8,81-nmol/mol,part_5,6,11-20,80.67151923,0.0276577791
no,corrida_8,81-nmol/mol,part_5,6,21-30,80.66994231,0.03471709298
no,corrida_8,81-nmol/mol,part_6,7,1-10,80.67388462,0.0309209401
no,corrida_8,81-nmol/mol,part_6,7,11-20,80.66951923,0.03499286698
no,corrida_8,81-nmol/mol,part_6,7,21-30,80.70201923,0.05145525638
no,corrida_8,81-nmol/mol,part_7,8,1-10,80.68013462,0.04409604622
no,corrida_8,81-nmol/mol,part_7,8,11-20,80.67557692,0.04642415502
no,corrida_8,81-nmol/mol,part_7,8,21-30,80.69769231,0.0475135366
no,corrida_8,81-nmol/mol,part_8,9,1-10,80.67009615,0.02686612566
no,corrida_8,81-nmol/mol,part_8,9,11-20,80.707,0.04082625829
no,corrida_8,81-nmol/mol,part_8,9,21-30,80.68036538,0.046301176
no,corrida_8,81-nmol/mol,part_9,10,1-10,80.69034615,0.03785448279
no,corrida_8,81-nmol/mol,part_9,10,11-20,80.68876923,0.05064023044
no,corrida_8,81-nmol/mol,part_9,10,21-30,80.68373077,0.04843831692
no,corrida_8,81-nmol/mol,ref,1,1-10,80.67819231,0.05203282166
no,corrida_8,81-nmol/mol,ref,1,11-20,80.68225,0.05578190616
no,corrida_8,81-nmol/mol,ref,1,21-30,80.69059615,0.05916805218
no,corrida_9,82-nmol/mol,part_1,2,1-10,25.68395604,0.08109281241
no,corrida_9,82-nmol/mol,part_1,2,11-20,25.66249451,0.1055431569
no,corrida_9,82-nmol/mol,part_1,2,21-30,25.70792308,0.089875547
no,corrida_9,82-nmol/mol,part_2,3,1-10,25.67624176,0.06998994183
no,corrida_9,82-nmol/mol,part_2,3,11-20,25.71772527,0.09531137009
no,corrida_9,82-nmol/mol,part_2,3,21-30,25.7180989,0.1056939005
no,corrida_9,82-nmol/mol,part_3,4,1-10,25.70679121,0.09299643915
no,corrida_9,82-nmol/mol,part_3,4,11-20,25.74364835,0.09362836275
no,corrida_9,82-nmol/mol,part_3,4,21-30,25.73782418,0.07664195622
no,corrida_9,82-nmol/mol,part_4,5,1-10,25.74905495,0.108631587
no,corrida_9,82-nmol/mol,part_4,5,11-20,25.70047253,0.09803511865
no,corrida_9,82-nmol/mol,part_4,5,21-30,25.73803297,0.08339229006
no,corrida_9,82-nmol/mol,part_5,6,1-10,25.7349011,0.06989930903
no,corrida_9,82-nmol/mol,part_5,6,11-20,25.7096044,0.1075865669
no,corrida_9,82-nmol/mol,part_5,6,21-30,25.7163956,0.09819973534
no,corrida_9,82-nmol/mol,part_6,7,1-10,25.63297802,0.0921863184
no,corrida_9,82-nmol/mol,part_6,7,11-20,25.70548352,0.1324617636
no,corrida_9,82-nmol/mol,part_6,7,21-30,25.65881319,0.1222517998
no,corrida_9,82-nmol/mol,part_7,8,1-10,25.71014286,0.1274688965
no,corrida_9,82-nmol/mol,part_7,8,11-20,25.6507033,0.09739865713
no,corrida_9,82-nmol/mol,part_7,8,21-30,25.69915385,0.1076527057
no,corrida_9,82-nmol/mol,part_8,9,1-10,25.67992308,0.1194530268
no,corrida_9,82-nmol/mol,part_8,9,11-20,25.71586813,0.105927976
no,corrida_9,82-nmol/mol,part_8,9,21-30,25.70283516,0.1439652785
no,corrida_9,82-nmol/mol,part_9,10,1-10,25.68651648,0.1228029181
no,corrida_9,82-nmol/mol,part_9,10,11-20,25.78053846,0.09074215258
no,corrida_9,82-nmol/mol,part_9,10,21-30,25.72667033,0.1000161542
no,corrida_9,82-nmol/mol,ref,1,1-10,25.62895604,0.1095756092
no,corrida_9,82-nmol/mol,ref,1,11-20,25.70337363,0.09142569572
no,corrida_9,82-nmol/mol,ref,1,21-30,25.71158242,0.1090686169
no2,corrida_1,0-nmol/mol,part_1,2,1-10,0.06714438714,0.1526817531
no2,corrida_1,0-nmol/mol,part_1,2,11-20,0.2061131924,0.1739673398
no2,corrida_1,0-nmol/mol,part_1,2,21-30,0.155183808,0.1770322132
no2,corrida_1,0-nmol/mol,part_2,3,1-10,0.05155607019,0.1773144108
no2,corrida_1,0-nmol/mol,part_2,3,11-20,0.06899354188,0.1811334966
no2,corrida_1,0-nmol/mol,part_2,3,21-30,0.1065865198,0.184826681
no2,corrida_1,0-nmol/mol,part_3,4,1-10,0.1516690288,0.174945527
no2,corrida_1,0-nmol/mol,part_3,4,11-20,0.1019505486,0.190518148
no2,corrida_1,0-nmol/mol,part_3,4,21-30,0.1051865256,0.1203896474
no2,corrida_1,0-nmol/mol,part_4,5,1-10,0.2059349951,0.1505808029
no2,corrida_1,0-nmol/mol,part_4,5,11-20,0.2444193466,0.1743526237
no2,corrida_1,0-nmol/mol,part_4,5,21-30,0.1582895998,0.1783384624
no2,corrida_1,0-nmol/mol,part_5,6,1-10,0.1555383469,0.124767064
no2,corrida_1,0-nmol/mol,part_5,6,11-20,0.05760465949,0.1151805846
no2,corrida_1,0-nmol/mol,part_5,6,21-30,0.05796839614,0.126425451
no2,corrida_1,0-nmol/mol,part_6,7,1-10,0.1221825076,0.1764294853
no2,corrida_1,0-nmol/mol,part_6,7,11-20,0.1475055376,0.1802235128
no2,corrida_1,0-nmol/mol,part_6,7,21-30,0.140368478,0.1827694754
no2,corrida_1,0-nmol/mol,part_7,8,1-10,0.1298964144,0.1815398025
no2,corrida_1,0-nmol/mol,part_7,8,11-20,0.160793932,0.1429321842
no2,corrida_1,0-nmol/mol,part_7,8,21-30,0.1669990211,0.1470730705
no2,corrida_1,0-nmol/mol,part_8,9,1-10,0.1363273111,0.1823754314
no2,corrida_1,0-nmol/mol,part_8,9,11-20,0.2029438348,0.192122764
no2,corrida_1,0-nmol/mol,part_8,9,21-30,0.1266689484,0.1651836719
no2,corrida_1,0-nmol/mol,part_9,10,1-10,0.1300870823,0.1521743264
no2,corrida_1,0-nmol/mol,part_9,10,11-20,0.05730395523,0.1312017879
no2,corrida_1,0-nmol/mol,part_9,10,21-30,0.07031824491,0.121756694
no2,corrida_1,0-nmol/mol,ref,1,1-10,0.1662909148,0.1559308558
no2,corrida_1,0-nmol/mol,ref,1,11-20,0.2178484826,0.1578447509
no2,corrida_1,0-nmol/mol,ref,1,21-30,0.1883838123,0.1316797967
no2,corrida_2,120-nmol/mol,part_1,2,1-10,122.8846835,0.2719084051
no2,corrida_2,120-nmol/mol,part_1,2,11-20,123.0249367,0.3028719199
no2,corrida_2,120-nmol/mol,part_1,2,21-30,122.994557,0.3183734018
no2,corrida_2,120-nmol/mol,part_2,3,1-10,123.191519,0.3833597705
no2,corrida_2,120-nmol/mol,part_2,3,11-20,122.9916456,0.3037876229
no2,corrida_2,120-nmol/mol,part_2,3,21-30,122.9625316,0.3865385161
no2,corrida_2,120-nmol/mol,part_3,4,1-10,122.9877215,0.3949114863
no2,corrida_2,120-nmol/mol,part_3,4,11-20,122.6863291,0.4266191289
no2,corrida_2,120-nmol/mol,part_3,4,21-30,123.0472152,0.3158903811
no2,corrida_2,120-nmol/mol,part_4,5,1-10,122.826962,0.16982171
no2,corrida_2,120-nmol/mol,part_4,5,11-20,122.7710127,0.2877305808
no2,corrida_2,120-nmol/mol,part_4,5,21-30,122.9837975,0.4790766428
no2,corrida_2,120-nmol/mol,part_5,6,1-10,123.0291139,0.4074267371
no2,corrida_2,120-nmol/mol,part_5,6,11-20,122.875443,0.3776954437
no2,corrida_2,120-nmol/mol,part_5,6,21-30,122.8622785,0.4985213051
no2,corrida_2,120-nmol/mol,part_6,7,1-10,122.9035443,0.3002155219
no2,corrida_2,120-nmol/mol,part_6,7,11-20,122.7944304,0.4532109917
no2,corrida_2,120-nmol/mol,part_6,7,21-30,122.8949367,0.3620258082
no2,corrida_2,120-nmol/mol,part_7,8,1-10,123.0337975,0.3646165612
no2,corrida_2,120-nmol/mol,part_7,8,11-20,122.8325316,0.4158775522
no2,corrida_2,120-nmol/mol,part_7,8,21-30,123.0691139,0.3494889614
no2,corrida_2,120-nmol/mol,part_8,9,1-10,123.1524051,0.2701958951
no2,corrida_2,120-nmol/mol,part_8,9,11-20,122.9817722,0.3082192272
no2,corrida_2,120-nmol/mol,part_8,9,21-30,122.9356962,0.3500354397
no2,corrida_2,120-nmol/mol,part_9,10,1-10,122.8102532,0.3478761323
no2,corrida_2,120-nmol/mol,part_9,10,11-20,122.9150633,0.2762127609
no2,corrida_2,120-nmol/mol,part_9,10,21-30,122.8774684,0.460530615
no2,corrida_2,120-nmol/mol,ref,1,1-10,122.9773418,0.3389094308
no2,corrida_2,120-nmol/mol,ref,1,11-20,122.9793671,0.3955776877
no2,corrida_2,120-nmol/mol,ref,1,21-30,123.1536709,0.2430762101
no2,corrida_3,30-nmol/mol,part_1,2,1-10,32.91009524,0.04003611528
no2,corrida_3,30-nmol/mol,part_1,2,11-20,32.92159524,0.03637511207
no2,corrida_3,30-nmol/mol,part_1,2,21-30,32.9332381,0.04833954921
no2,corrida_3,30-nmol/mol,part_2,3,1-10,32.90769048,0.02384099772
no2,corrida_3,30-nmol/mol,part_2,3,11-20,32.92209524,0.03723272096
no2,corrida_3,30-nmol/mol,part_2,3,21-30,32.91182143,0.03995178697
no2,corrida_3,30-nmol/mol,part_3,4,1-10,32.92680952,0.03640140599
no2,corrida_3,30-nmol/mol,part_3,4,11-20,32.92860714,0.03374173704
no2,corrida_3,30-nmol/mol,part_3,4,21-30,32.91607143,0.05623941349
no2,corrida_3,30-nmol/mol,part_4,5,1-10,32.91359524,0.04514428452
no2,corrida_3,30-nmol/mol,part_4,5,11-20,32.91858333,0.02829598546
no2,corrida_3,30-nmol/mol,part_4,5,21-30,32.91405952,0.03321935587
no2,corrida_3,30-nmol/mol,part_5,6,1-10,32.92042857,0.03601588701
no2,corrida_3,30-nmol/mol,part_5,6,11-20,32.89440476,0.03855832131
no2,corrida_3,30-nmol/mol,part_5,6,21-30,32.93345238,0.04447001815
no2,corrida_3,30-nmol/mol,part_6,7,1-10,32.90321429,0.05875251612
no2,corrida_3,30-nmol/mol,part_6,7,11-20,32.92363095,0.01866878987
no2,corrida_3,30-nmol/mol,part_6,7,21-30,32.90940476,0.04607417995
no2,corrida_3,30-nmol/mol,part_7,8,1-10,32.94030952,0.03424753533
no2,corrida_3,30-nmol/mol,part_7,8,11-20,32.91589286,0.04588809173
no2,corrida_3,30-nmol/mol,part_7,8,21-30,32.93695238,0.0491581369
no2,corrida_3,30-nmol/mol,part_8,9,1-10,32.9014881,0.03535535019
no2,corrida_3,30-nmol/mol,part_8,9,11-20,32.9150119,0.04045032826
no2,corrida_3,30-nmol/mol,part_8,9,21-30,32.90604762,0.02613159567
no2,corrida_3,30-nmol/mol,part_9,10,1-10,32.9330119,0.03493308084
no2,corrida_3,30-nmol/mol,part_9,10,11-20,32.90103571,0.03221797268
no2,corrida_3,30-nmol/mol,part_9,10,21-30,32.92107143,0.02950657673
no2,corrida_3,30-nmol/mol,ref,1,1-10,32.92565476,0.04490574274
no2,corrida_3,30-nmol/mol,ref,1,11-20,32.92322619,0.0395256203
no2,corrida_3,30-nmol/mol,ref,1,21-30,32.90913095,0.03285364649
no2,corrida_4,60-nmol/mol,part_1,2,1-10,64.96403297,0.2932886084
no2,corrida_4,60-nmol/mol,part_1,2,11-20,64.91393407,0.2319811875
no2,corrida_4,60-nmol/mol,part_1,2,21-30,65.0056044,0.2991224715
no2,corrida_4,60-nmol/mol,part_2,3,1-10,64.86354945,0.1321059115
no2,corrida_4,60-nmol/mol,part_2,3,11-20,64.89938462,0.1018936248
no2,corrida_4,60-nmol/mol,part_2,3,21-30,64.95518681,0.3158877125
no2,corrida_4,60-nmol/mol,part_3,4,1-10,64.72378022,0.2924648801
no2,corrida_4,60-nmol/mol,part_3,4,11-20,64.91987912,0.2822633114
no2,corrida_4,60-nmol/mol,part_3,4,21-30,65.05715385,0.2724851697
no2,corrida_4,60-nmol/mol,part_4,5,1-10,64.81116484,0.2857358365
no2,corrida_4,60-nmol/mol,part_4,5,11-20,64.96001099,0.227637453
no2,corrida_4,60-nmol/mol,part_4,5,21-30,65.04636264,0.1773409655
no2,corrida_4,60-nmol/mol,part_5,6,1-10,64.94927473,0.300719261
no2,corrida_4,60-nmol/mol,part_5,6,11-20,64.87564835,0.2749213474
no2,corrida_4,60-nmol/mol,part_5,6,21-30,65.01053846,0.212516673
no2,corrida_4,60-nmol/mol,part_6,7,1-10,64.99886813,0.2852829328
no2,corrida_4,60-nmol/mol,part_6,7,11-20,65.02343956,0.2673540132
no2,corrida_4,60-nmol/mol,part_6,7,21-30,65.0721978,0.319851009
no2,corrida_4,60-nmol/mol,part_7,8,1-10,64.93793407,0.2212942163
no2,corrida_4,60-nmol/mol,part_7,8,11-20,64.95936264,0.3844029687
no2,corrida_4,60-nmol/mol,part_7,8,21-30,64.91214286,0.2531774131
no2,corrida_4,60-nmol/mol,part_8,9,1-10,64.96927473,0.3608225213
no2,corrida_4,60-nmol/mol,part_8,9,11-20,64.87302198,0.2126930276
no2,corrida_4,60-nmol/mol,part_8,9,21-30,64.79382418,0.1106038215
no2,corrida_4,60-nmol/mol,part_9,10,1-10,64.92020879,0.239310062
no2,corrida_4,60-nmol/mol,part_9,10,11-20,64.95816484,0.2731283995
no2,corrida_4,60-nmol/mol,part_9,10,21-30,64.88584615,0.343731489
no2,corrida_4,60-nmol/mol,ref,1,1-10,65.07684615,0.2289017528
no2,corrida_4,60-nmol/mol,ref,1,11-20,64.84668132,0.1550653141
no2,corrida_4,60-nmol/mol,ref,1,21-30,65.10754945,0.3109689482
no2,corrida_5,90-nmol/mol,part_1,2,1-10,96.82743023,0.07546951469
no2,corrida_5,90-nmol/mol,part_1,2,11-20,96.85316279,0.02654146288
no2,corrida_5,90-nmol/mol,part_1,2,21-30,96.83243023,0.04037128068
no2,corrida_5,90-nmol/mol,part_2,3,1-10,96.8402907,0.04316991728
no2,corrida_5,90-nmol/mol,part_2,3,11-20,96.85330233,0.05397754632
no2,corrida_5,90-nmol/mol,part_2,3,21-30,96.85351163,0.03671235497
no2,corrida_5,90-nmol/mol,part_3,4,1-10,96.82431395,0.02680385715
no2,corrida_5,90-nmol/mol,part_3,4,11-20,96.8502093,0.04213678539
no2,corrida_5,90-nmol/mol,part_3,4,21-30,96.81615116,0.05675433705
no2,corrida_5,90-nmol/mol,part_4,5,1-10,96.84787209,0.04528704629
no2,corrida_5,90-nmol/mol,part_4,5,11-20,96.84563953,0.01553574728
no2,corrida_5,90-nmol/mol,part_4,5,21-30,96.83634884,0.01871560905
no2,corrida_5,90-nmol/mol,part_5,6,1-10,96.85640698,0.04091145219
no2,corrida_5,90-nmol/mol,part_5,6,11-20,96.82618605,0.02741791536
no2,corrida_5,90-nmol/mol,part_5,6,21-30,96.81756977,0.04346119209
no2,corrida_5,90-nmol/mol,part_6,7,1-10,96.85082558,0.04725111277
no2,corrida_5,90-nmol/mol,part_6,7,11-20,96.83633721,0.04809214641
no2,corrida_5,90-nmol/mol,part_6,7,21-30,96.83682558,0.02438480804
no2,corrida_5,90-nmol/mol,part_7,8,1-10,96.84016279,0.04206200407
no2,corrida_5,90-nmol/mol,part_7,8,11-20,96.80522093,0.04761597382
no2,corrida_5,90-nmol/mol,part_7,8,21-30,96.84804651,0.02508400645
no2,corrida_5,90-nmol/mol,part_8,9,1-10,96.83945349,0.03463681136
no2,corrida_5,90-nmol/mol,part_8,9,11-20,96.84619767,0.05211101716
no2,corrida_5,90-nmol/mol,part_8,9,21-30,96.83930233,0.05195978948
no2,corrida_5,90-nmol/mol,part_9,10,1-10,96.84511628,0.03844699447
no2,corrida_5,90-nmol/mol,part_9,10,11-20,96.83074419,0.02745998613
no2,corrida_5,90-nmol/mol,part_9,10,21-30,96.85013953,0.032492172
no2,corrida_5,90-nmol/mol,ref,1,1-10,96.84054651,0.03971300693
no2,corrida_5,90-nmol/mol,ref,1,11-20,96.83446512,0.03091255736
no2,corrida_5,90-nmol/mol,ref,1,21-30,96.84047674,0.03453727404
o3,corrida_1,0-nmol/mol,part_1,2,1-10,3.55E-05,5.15E-05
o3,corrida_1,0-nmol/mol,part_1,2,11-20,2.90E-05,2.82E-05
o3,corrida_1,0-nmol/mol,part_1,2,21-30,2.58E-05,2.54E-05
o3,corrida_1,0-nmol/mol,part_2,3,1-10,1.61E-05,2.28E-05
o3,corrida_1,0-nmol/mol,part_2,3,11-20,4.52E-05,4.61E-05
o3,corrida_1,0-nmol/mol,part_2,3,21-30,1.61E-05,2.28E-05
o3,corrida_1,0-nmol/mol,part_3,4,1-10,1.29E-05,2.26E-05
o3,corrida_1,0-nmol/mol,part_3,4,11-20,3.23E-05,3.40E-05
o3,corrida_1,0-nmol/mol,part_3,4,21-30,2.90E-05,2.82E-05
o3,corrida_1,0-nmol/mol,part_4,5,1-10,1.94E-05,2.26E-05
o3,corrida_1,0-nmol/mol,part_4,5,11-20,2.58E-05,2.54E-05
o3,corrida_1,0-nmol/mol,part_4,5,21-30,2.90E-05,3.21E-05
o3,corrida_1,0-nmol/mol,part_5,6,1-10,2.90E-05,2.82E-05
o3,corrida_1,0-nmol/mol,part_5,6,11-20,3.87E-05,4.76E-05
o3,corrida_1,0-nmol/mol,part_5,6,21-30,3.55E-05,3.55E-05
o3,corrida_1,0-nmol/mol,part_6,7,1-10,2.58E-05,2.54E-05
o3,corrida_1,0-nmol/mol,part_6,7,11-20,1.61E-05,2.28E-05
o3,corrida_1,0-nmol/mol,part_6,7,21-30,2.26E-05,3.06E-05
o3,corrida_1,0-nmol/mol,part_7,8,1-10,4.52E-05,4.08E-05
o3,corrida_1,0-nmol/mol,part_7,8,11-20,2.58E-05,2.54E-05
o3,corrida_1,0-nmol/mol,part_7,8,21-30,2.90E-05,2.82E-05
o3,corrida_1,0-nmol/mol,part_8,9,1-10,2.90E-05,3.21E-05
o3,corrida_1,0-nmol/mol,part_8,9,11-20,1.29E-05,2.26E-05
o3,corrida_1,0-nmol/mol,part_8,9,21-30,2.90E-05,2.38E-05
o3,corrida_1,0-nmol/mol,part_9,10,1-10,3.23E-05,2.63E-05
o3,corrida_1,0-nmol/mol,part_9,10,11-20,4.84E-05,2.74E-05
o3,corrida_1,0-nmol/mol,part_9,10,21-30,3.55E-05,4.15E-05
o3,corrida_1,0-nmol/mol,ref,1,1-10,3.87E-05,3.66E-05
o3,corrida_1,0-nmol/mol,ref,1,11-20,2.90E-05,2.82E-05
o3,corrida_1,0-nmol/mol,ref,1,21-30,4.52E-05,5.09E-05
o3,corrida_2,120-nmol/mol,part_1,2,1-10,120.3709931,0.6581449383
o3,corrida_2,120-nmol/mol,part_1,2,11-20,119.5582132,0.7676754521
o3,corrida_2,120-nmol/mol,part_1,2,21-30,120.0740179,0.7901143832
o3,corrida_2,120-nmol/mol,part_2,3,1-10,119.8781234,0.8104941511
o3,corrida_2,120-nmol/mol,part_2,3,11-20,120.2106194,0.7781155558
o3,corrida_2,120-nmol/mol,part_2,3,21-30,119.8943622,0.8507494756
o3,corrida_2,120-nmol/mol,part_3,4,1-10,120.1989151,0.7810468091
o3,corrida_2,120-nmol/mol,part_3,4,11-20,119.8641955,0.8529059932
o3,corrida_2,120-nmol/mol,part_3,4,21-30,120.2104264,0.7619406019
o3,corrida_2,120-nmol/mol,part_4,5,1-10,120.547873,0.5279531839
o3,corrida_2,120-nmol/mol,part_4,5,11-20,120.2147297,0.77115893
o3,corrida_2,120-nmol/mol,part_4,5,21-30,120.1965207,0.8087326597
o3,corrida_2,120-nmol/mol,part_5,6,1-10,120.2278224,0.7623273554
o3,corrida_2,120-nmol/mol,part_5,6,11-20,119.5783566,0.7708508687
o3,corrida_2,120-nmol/mol,part_5,6,21-30,119.7588983,0.829287675
o3,corrida_2,120-nmol/mol,part_6,7,1-10,119.6149671,0.7503102975
o3,corrida_2,120-nmol/mol,part_6,7,11-20,119.7354072,0.8243390409
o3,corrida_2,120-nmol/mol,part_6,7,21-30,119.7428609,0.8232363141
o3,corrida_2,120-nmol/mol,part_7,8,1-10,119.7086216,0.8305846482
o3,corrida_2,120-nmol/mol,part_7,8,11-20,119.7316701,0.8281118761
o3,corrida_2,120-nmol/mol,part_7,8,21-30,119.7170524,0.7962220909
o3,corrida_2,120-nmol/mol,part_8,9,1-10,119.7166028,0.81450487
o3,corrida_2,120-nmol/mol,part_8,9,11-20,119.9263848,0.8719512688
o3,corrida_2,120-nmol/mol,part_8,9,21-30,119.910431,0.8681345605
o3,corrida_2,120-nmol/mol,part_9,10,1-10,120.3502205,0.6976668797
o3,corrida_2,120-nmol/mol,part_9,10,11-20,119.9156553,0.8296111948
o3,corrida_2,120-nmol/mol,part_9,10,21-30,119.7134613,0.8106229961
o3,corrida_2,120-nmol/mol,ref,1,1-10,119.5696365,0.7689232199
o3,corrida_2,120-nmol/mol,ref,1,11-20,120.0739334,0.8171410928
o3,corrida_2,120-nmol/mol,ref,1,21-30,119.902592,0.8333795123
o3,corrida_3,180-nmol/mol,part_1,2,1-10,178.8430343,2.036447197
o3,corrida_3,180-nmol/mol,part_1,2,11-20,177.9614377,2.067164699
o3,corrida_3,180-nmol/mol,part_1,2,21-30,178.7945313,2.09438367
o3,corrida_3,180-nmol/mol,part_2,3,1-10,178.0620916,1.99908607
o3,corrida_3,180-nmol/mol,part_2,3,11-20,177.5860247,1.933964589
o3,corrida_3,180-nmol/mol,part_2,3,21-30,178.8165407,2.107366743
o3,corrida_3,180-nmol/mol,part_3,4,1-10,179.2135628,1.902879198
o3,corrida_3,180-nmol/mol,part_3,4,11-20,178.3989449,2.140893046
o3,corrida_3,180-nmol/mol,part_3,4,21-30,178.8375039,2.075830861
o3,corrida_3,180-nmol/mol,part_4,5,1-10,178.0566473,2.057286404
o3,corrida_3,180-nmol/mol,part_4,5,11-20,178.7531353,1.993072778
o3,corrida_3,180-nmol/mol,part_4,5,21-30,178.8085431,2.017866306
o3,corrida_3,180-nmol/mol,part_5,6,1-10,179.1989915,1.901347423
o3,corrida_3,180-nmol/mol,part_5,6,11-20,179.2139187,1.864249412
o3,corrida_3,180-nmol/mol,part_5,6,21-30,179.1964568,1.899923451
o3,corrida_3,180-nmol/mol,part_6,7,1-10,178.3939955,2.076781466
o3,corrida_3,180-nmol/mol,part_6,7,11-20,177.5770137,1.940840252
o3,corrida_3,180-nmol/mol,part_6,7,21-30,178.7937136,2.051694222
o3,corrida_3,180-nmol/mol,part_7,8,1-10,178.4241311,2.085065802
o3,corrida_3,180-nmol/mol,part_7,8,11-20,178.805832,2.051542451
o3,corrida_3,180-nmol/mol,part_7,8,21-30,178.7796422,2.077149748
o3,corrida_3,180-nmol/mol,part_8,9,1-10,178.8434634,2.052668345
o3,corrida_3,180-nmol/mol,part_8,9,11-20,177.1867297,1.699680852
o3,corrida_3,180-nmol/mol,part_8,9,21-30,178.0551326,2.082508997
o3,corrida_3,180-nmol/mol,part_9,10,1-10,179.1385145,2.004370581
o3,corrida_3,180-nmol/mol,part_9,10,11-20,178.8386894,2.099067475
o3,corrida_3,180-nmol/mol,part_9,10,21-30,178.8351453,2.057581751
o3,corrida_3,180-nmol/mol,ref,1,1-10,178.0646369,2.03452182
o3,corrida_3,180-nmol/mol,ref,1,11-20,179.6527607,1.624435826
o3,corrida_3,180-nmol/mol,ref,1,21-30,179.6477135,1.647057296
o3,corrida_4,40-nmol/mol,part_1,2,1-10,40.47050598,0.3392539924
o3,corrida_4,40-nmol/mol,part_1,2,11-20,40.66274407,0.3269185656
o3,corrida_4,40-nmol/mol,part_1,2,21-30,40.40089029,0.3323656231
o3,corrida_4,40-nmol/mol,part_2,3,1-10,40.5384086,0.3561558496
o3,corrida_4,40-nmol/mol,part_2,3,11-20,40.57863406,0.3354514628
o3,corrida_4,40-nmol/mol,part_2,3,21-30,40.65616265,0.3112659094
o3,corrida_4,40-nmol/mol,part_3,4,1-10,40.65929323,0.2910148076
o3,corrida_4,40-nmol/mol,part_3,4,11-20,40.46799235,0.3405819455
o3,corrida_4,40-nmol/mol,part_3,4,21-30,40.53494602,0.3369555207
o3,corrida_4,40-nmol/mol,part_4,5,1-10,40.39709439,0.3158075577
o3,corrida_4,40-nmol/mol,part_4,5,11-20,40.46720671,0.3048561964
o3,corrida_4,40-nmol/mol,part_4,5,21-30,40.53397674,0.3539527053
o3,corrida_4,40-nmol/mol,part_5,6,1-10,40.78978212,0.2245613855
o3,corrida_4,40-nmol/mol,part_5,6,11-20,40.59822559,0.3396092456
o3,corrida_4,40-nmol/mol,part_5,6,21-30,40.58965289,0.3211344821
o3,corrida_4,40-nmol/mol,part_6,7,1-10,40.58284018,0.3198921064
o3,corrida_4,40-nmol/mol,part_6,7,11-20,40.47095061,0.3311346994
o3,corrida_4,40-nmol/mol,part_6,7,21-30,40.51647752,0.3484677596
o3,corrida_4,40-nmol/mol,part_7,8,1-10,40.83984186,0.03995695817
o3,corrida_4,40-nmol/mol,part_7,8,11-20,40.48279342,0.3471640987
o3,corrida_4,40-nmol/mol,part_7,8,21-30,40.59137342,0.3438471763
o3,corrida_4,40-nmol/mol,part_8,9,1-10,40.51816111,0.3398305118
o3,corrida_4,40-nmol/mol,part_8,9,11-20,40.40409133,0.3257304192
o3,corrida_4,40-nmol/mol,part_8,9,21-30,40.45695466,0.342015199
o3,corrida_4,40-nmol/mol,part_9,10,1-10,40.59025779,0.3295104602
o3,corrida_4,40-nmol/mol,part_9,10,11-20,40.34245753,0.2750441557
o3,corrida_4,40-nmol/mol,part_9,10,21-30,40.33524151,0.2758091674
o3,corrida_4,40-nmol/mol,ref,1,1-10,40.56633519,0.3436585267
o3,corrida_4,40-nmol/mol,ref,1,11-20,40.42086755,0.3180583057
o3,corrida_4,40-nmol/mol,ref,1,21-30,40.40134481,0.3043952852
