"pollutant","run","level","participant_id","replicate","mean_value","sd_value","u_value","u_exp","k_factor"
"o3","corrida_4","40-nmol/mol","part_2",3,40.40178993,0.3058637112,0.3058637112,0.6117274224,2
"o3","corrida_4","40-nmol/mol","part_2",3,40.58658976,0.3408188317,0.3408188317,0.6816376634,2
"o3","corrida_4","40-nmol/mol","part_2",3,40.40041263,0.3177502382,0.3177502382,0.6355004764,2
"o3","corrida_4","40-nmol/mol","part_3",4,40.65601055,0.3174777615,0.3174777615,0.634955523,2
"o3","corrida_4","40-nmol/mol","part_3",4,40.45360099,0.3264822384,0.3264822384,0.6529644768,2
"o3","corrida_4","40-nmol/mol","part_3",4,40.66126266,0.2948629781,0.2948629781,0.5897259562,2
"o3","corrida_4","40-nmol/mol","ref",1,40.41514996,0.3010115425,0.3010115425,0.602023085,2
"o3","corrida_4","40-nmol/mol","ref",1,40.65140083,0.303787829,0.303787829,0.607575658,2
"o3","corrida_4","40-nmol/mol","ref",1,40.61057986,0.334653673,0.334653673,0.669307346,2
"o3","corrida_5","80-nmol/mol","part_1",2,80.00558399,0.5866046573,0.5866046573,1.1732093146,2
"o3","corrida_5","80-nmol/mol","part_1",2,79.99473044,0.5892280119,0.5892280119,1.1784560238,2
"o3","corrida_5","80-nmol/mol","part_1",2,80.18835654,0.5802210989,0.5802210989,1.1604421978,2
"o3","corrida_5","80-nmol/mol","part_2",3,80.19802471,0.5847905313,0.5847905313,1.1695810626,2
"o3","corrida_5","80-nmol/mol","part_2",3,80.09170218,0.6147983446,0.6147983446,1.2295966892,2
"o3","corrida_5","80-nmol/mol","part_2",3,80.32563662,0.5434093487,0.5434093487,1.0868186974,2
"o3","corrida_5","80-nmol/mol","part_3",4,79.75691729,0.4742070766,0.4742070766,0.9484141532,2
"o3","corrida_5","80-nmol/mol","part_3",4,80.33274862,0.5564791597,0.5564791597,1.1129583194,2
"o3","corrida_5","80-nmol/mol","part_3",4,80.42394944,0.4813067198,0.4813067198,0.9626134396,2
"o3","corrida_5","80-nmol/mol","ref",1,80.07616674,0.5867558445,0.5867558445,1.173511689,2
"o3","corrida_5","80-nmol/mol","ref",1,80.10091823,0.5958555242,0.5958555242,1.1917110484,2
"o3","corrida_5","80-nmol/mol","ref",1,80.10180714,0.5892459418,0.5892459418,1.1784918836,2
"so2","corrida_1","0-nmol/mol","part_1",2,0.05245283019,0.04685260217,0.04685260217,0.09370520434,2
"so2","corrida_1","0-nmol/mol","part_1",2,0.0479245283,0.05091776667,0.05091776667,0.10183553334,2
"so2","corrida_1","0-nmol/mol","part_1",2,0.04113207547,0.05089134696,0.05089134696,0.10178269392,2
"so2","corrida_1","0-nmol/mol","part_2",3,0.0679245283,0.03896326667,0.03896326667,0.07792653334,2
"so2","corrida_1","0-nmol/mol","part_2",3,0.04452830189,0.04115726346,0.04115726346,0.08231452692,2
"so2","corrida_1","0-nmol/mol","part_2",3,0.0441509434,0.0303089846,0.0303089846,0.0606179692,2
"so2","corrida_1","0-nmol/mol","part_3",4,0.07490566038,0.0530994188,0.0530994188,0.1061988376,2
"so2","corrida_1","0-nmol/mol","part_3",4,0.06037735849,0.0154312505,0.0154312505,0.030862501,2
"so2","corrida_1","0-nmol/mol","part_3",4,0.03433962264,0.03268988551,0.03268988551,0.06537977102,2
"so2","corrida_1","0-nmol/mol","ref",1,0.05226415094,0.03070896006,0.03070896006,0.06141792012,2
"so2","corrida_1","0-nmol/mol","ref",1,0.04452830189,0.0338829729,0.0338829729,0.0677659458,2
"so2","corrida_1","0-nmol/mol","ref",1,0.05924528302,0.04818775825,0.04818775825,0.0963755165,2
"so2","corrida_2","100-nmol/mol","part_1",2,99.6060313,0.5859931394,0.5859931394,1.1719862788,2
"so2","corrida_2","100-nmol/mol","part_1",2,99.63343365,0.5944265007,0.5944265007,1.1888530014,2
"so2","corrida_2","100-nmol/mol","part_1",2,99.39532504,0.5806277556,0.5806277556,1.1612555112,2
"so2","corrida_2","100-nmol/mol","part_2",3,99.4550428,0.5959142576,0.5959142576,1.1918285152,2
"so2","corrida_2","100-nmol/mol","part_2",3,99.63373729,0.5487952167,0.5487952167,1.0975904334,2
"so2","corrida_2","100-nmol/mol","part_2",3,99.62614366,0.564085001,0.564085001,1.128170002,2
"so2","corrida_2","100-nmol/mol","part_3",4,99.26042804,0.5571120432,0.5571120432,1.1142240864,2
"so2","corrida_2","100-nmol/mol","part_3",4,99.40622124,0.5840162039,0.5840162039,1.1680324078,2
"so2","corrida_2","100-nmol/mol","part_3",4,99.50325843,0.6085277972,0.6085277972,1.2170555944,2
"so2","corrida_2","100-nmol/mol","ref",1,99.40877876,0.5610362354,0.5610362354,1.1220724708,2
"so2","corrida_2","100-nmol/mol","ref",1,99.18625067,0.4513658613,0.4513658613,0.9027317226,2
"so2","corrida_2","100-nmol/mol","ref",1,99.72972846,0.5292132226,0.5292132226,1.0584264452,2
"so2","corrida_3","140-nmol/mol","part_1",2,139.0052577,0.4870337603,0.4870337603,0.9740675206,2
"so2","corrida_3","140-nmol/mol","part_1",2,139.0125055,0.4691890872,0.4691890872,0.9383781744,2
"so2","corrida_3","140-nmol/mol","part_1",2,139.0314697,0.4717253159,0.4717253159,0.9434506318,2
"so2","corrida_3","140-nmol/mol","part_2",3,139.0053326,0.4999894561,0.4999894561,0.9999789122,2
"so2","corrida_3","140-nmol/mol","part_2",3,138.9346984,0.4753869194,0.4753869194,0.9507738388,2
"so2","corrida_3","140-nmol/mol","part_2",3,138.7989009,0.4327310219,0.4327310219,0.8654620438,2
"so2","corrida_3","140-nmol/mol","part_3",4,138.9849296,0.4937692753,0.4937692753,0.9875385506,2
"so2","corrida_3","140-nmol/mol","part_3",4,139.2221426,0.4726320187,0.4726320187,0.9452640374,2
"so2","corrida_3","140-nmol/mol","part_3",4,138.9983081,0.5160329237,0.5160329237,1.0320658474,2
"so2","corrida_3","140-nmol/mol","ref",1,139.0728245,0.5292541067,0.5292541067,1.0585082134,2
"so2","corrida_3","140-nmol/mol","ref",1,139.1151014,0.553555703,0.553555703,1.107111406,2
"so2","corrida_3","140-nmol/mol","ref",1,139.2717319,0.4184736077,0.4184736077,0.8369472154,2
"so2","corrida_4","180-nmol/mol","part_1",2,180.6249616,0.48251525,0.48251525,0.9650305,2
"so2","corrida_4","180-nmol/mol","part_1",2,180.653005,0.4836138353,0.4836138353,0.9672276706,2
"so2","corrida_4","180-nmol/mol","part_1",2,180.4017559,0.3115583935,0.3115583935,0.623116787,2
"so2","corrida_4","180-nmol/mol","part_2",3,180.2026091,0.3177184276,0.3177184276,0.6354368552,2
"so2","corrida_4","180-nmol/mol","part_2",3,180.505533,0.384461908,0.384461908,0.768923816,2
"so2","corrida_4","180-nmol/mol","part_2",3,180.6690766,0.4261440017,0.4261440017,0.8522880034,2
"so2","corrida_4","180-nmol/mol","part_3",4,180.7652862,0.3955510225,0.3955510225,0.791102045,2
"so2","corrida_4","180-nmol/mol","part_3",4,180.5466078,0.4425763429,0.4425763429,0.8851526858,2
"so2","corrida_4","180-nmol/mol","part_3",4,180.3537464,0.3682662851,0.3682662851,0.7365325702,2
"so2","corrida_4","180-nmol/mol","ref",1,180.4412108,0.3522248591,0.3522248591,0.7044497182,2
"so2","corrida_4","180-nmol/mol","ref",1,180.3983834,0.3694198644,0.3694198644,0.7388397288,2
"so2","corrida_4","180-nmol/mol","ref",1,180.7557699,0.3775441519,0.3775441519,0.7550883038,2
"so2","corrida_5","20-nmol/mol","part_1",2,19.73129412,0.04614538315,0.04614538315,0.0922907663,2
"so2","corrida_5","20-nmol/mol","part_1",2,19.70635294,0.05271323478,0.05271323478,0.10542646956,2
"so2","corrida_5","20-nmol/mol","part_1",2,19.74105882,0.03301322653,0.03301322653,0.06602645306,2
"so2","corrida_5","20-nmol/mol","part_2",3,19.73047059,0.03796617204,0.03796617204,0.07593234408,2
"so2","corrida_5","20-nmol/mol","part_2",3,19.73047059,0.04287782954,0.04287782954,0.08575565908,2
"so2","corrida_5","20-nmol/mol","part_2",3,19.71552941,0.03899072732,0.03899072732,0.07798145464,2
"so2","corrida_5","20-nmol/mol","part_3",4,19.742,0.04428439078,0.04428439078,0.08856878156,2
"so2","corrida_5","20-nmol/mol","part_3",4,19.71188235,0.0445868729,0.0445868729,0.0891737458,2
"so2","corrida_5","20-nmol/mol","part_3",4,19.728,0.06208426514,0.06208426514,0.12416853028,2
"so2","corrida_5","20-nmol/mol","ref",1,19.73835294,0.04502876179,0.04502876179,0.09005752358,2
"so2","corrida_5","20-nmol/mol","ref",1,19.74,0.03141174023,0.03141174023,0.06282348046,2
"so2","corrida_5","20-nmol/mol","ref",1,19.71458824,0.05730376642,0.05730376642,0.11460753284,2
"so2","corrida_6","60-nmol/mol","part_1",2,59.90268817,0.06209360623,0.06209360623,0.12418721246,2
"so2","corrida_6","60-nmol/mol","part_1",2,59.88311828,0.05086588535,0.05086588535,0.1017317707,2
"so2","corrida_6","60-nmol/mol","part_1",2,59.90290323,0.03498637526,0.03498637526,0.06997275052,2
"so2","corrida_6","60-nmol/mol","part_2",3,59.88021505,0.02971324003,0.02971324003,0.05942648006,2
"so2","corrida_6","60-nmol/mol","part_2",3,59.88774194,0.02733054232,0.02733054232,0.05466108464,2
"so2","corrida_6","60-nmol/mol","part_2",3,59.89311828,0.03281557265,0.03281557265,0.0656311453,2
"so2","corrida_6","60-nmol/mol","part_3",4,59.90419355,0.03325597066,0.03325597066,0.06651194132,2
"so2","corrida_6","60-nmol/mol","part_3",4,59.88505376,0.03890317363,0.03890317363,0.07780634726,2
"so2","corrida_6","60-nmol/mol","part_3",4,59.91225806,0.01833360486,0.01833360486,0.03666720972,2
"so2","corrida_6","60-nmol/mol","ref",1,59.87698925,0.02537573658,0.02537573658,0.05075147316,2
"so2","corrida_6","60-nmol/mol","ref",1,59.92010753,0.03215854821,0.03215854821,0.06431709642,2
"so2","corrida_6","60-nmol/mol","ref",1,59.88290323,0.05145697773,0.05145697773,0.10291395546,2
