study_type,pollutant,run,level,replicate,sample_id,dataset_id,value,minute_pool_n,simulated_minutes_n,seed,input_path
homogeneity,so2,corrida_5,40-nmol/mol,1,7,7,40.425,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_5,40-nmol/mol,1,8,8,40.447,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_5,40-nmol/mol,1,9,9,40.45,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_5,40-nmol/mol,1,10,10,40.456,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_5,40-nmol/mol,2,1,11,40.466,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_5,40-nmol/mol,2,2,12,40.628,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_5,40-nmol/mol,2,3,13,40.456,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_5,40-nmol/mol,2,4,14,40.445,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_5,40-nmol/mol,2,5,15,40.432,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_5,40-nmol/mol,2,6,16,40.609,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_5,40-nmol/mol,2,7,17,40.601,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_5,40-nmol/mol,2,8,18,40.468,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_5,40-nmol/mol,2,9,19,40.432,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_5,40-nmol/mol,2,10,20,40.536,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,co,corrida_1,0-µmol/mol,1,1,1,-0.012,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,co,corrida_1,0-µmol/mol,1,2,2,-0.013,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,co,corrida_1,0-µmol/mol,2,1,3,-0.017,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,co,corrida_1,0-µmol/mol,2,2,4,0.052,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,co,corrida_2,6.3-µmol/mol,1,1,1,6.292,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,co,corrida_2,6.3-µmol/mol,1,2,2,6.293,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,co,corrida_2,6.3-µmol/mol,2,1,3,6.286,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,co,corrida_2,6.3-µmol/mol,2,2,4,6.294,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,co,corrida_3,4.2-µmol/mol,1,1,1,4.174,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,co,corrida_3,4.2-µmol/mol,1,2,2,4.163,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,co,corrida_3,4.2-µmol/mol,2,1,3,4.166,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,co,corrida_3,4.2-µmol/mol,2,2,4,4.172,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,co,corrida_4,2.8-µmol/mol,1,1,1,2.771,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,co,corrida_4,2.8-µmol/mol,1,2,2,2.76,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,co,corrida_4,2.8-µmol/mol,2,1,3,2.773,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,co,corrida_4,2.8-µmol/mol,2,2,4,2.766,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,co,corrida_5,1.4-µmol/mol,1,1,1,1.4,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,co,corrida_5,1.4-µmol/mol,1,2,2,1.389,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,co,corrida_5,1.4-µmol/mol,2,1,3,1.383,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,co,corrida_5,1.4-µmol/mol,2,2,4,1.392,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,so2,corrida_1,0-nmol/mol,1,1,1,0.333,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,so2,corrida_1,0-nmol/mol,1,2,2,-0.03,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,so2,corrida_1,0-nmol/mol,2,1,3,0.333,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,so2,corrida_1,0-nmol/mol,2,2,4,0.336,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,so2,corrida_2,179-nmol/mol,1,1,1,178.417,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,so2,corrida_2,179-nmol/mol,1,2,2,179.297,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,so2,corrida_2,179-nmol/mol,2,1,3,178.334,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,so2,corrida_2,179-nmol/mol,2,2,4,179.371,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,so2,corrida_3,119-nmol/mol,1,1,1,120.208,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,so2,corrida_3,119-nmol/mol,1,2,2,120.675,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,so2,corrida_3,119-nmol/mol,2,1,3,120.156,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,so2,corrida_3,119-nmol/mol,2,2,4,120.695,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,so2,corrida_4,80-nmol/mol,1,1,1,80.63,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,so2,corrida_4,80-nmol/mol,1,2,2,80.628,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,so2,corrida_4,80-nmol/mol,2,1,3,80.403,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,so2,corrida_4,80-nmol/mol,2,2,4,80.445,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,so2,corrida_5,40-nmol/mol,1,1,1,40.38,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,so2,corrida_5,40-nmol/mol,1,2,2,40.458,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,so2,corrida_5,40-nmol/mol,2,1,3,40.479,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
stability,so2,corrida_5,40-nmol/mol,2,2,4,40.417,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
