pollutant,run,level,dataset_id,value,minute_pool_n
co,corrida_3,4.2-µmol/mol,128,4.142,183
co,corrida_3,4.2-µmol/mol,129,4.154,183
co,corrida_3,4.2-µmol/mol,130,4.151,183
co,corrida_3,4.2-µmol/mol,131,4.196,183
co,corrida_3,4.2-µmol/mol,132,4.163,183
co,corrida_3,4.2-µmol/mol,133,4.16,183
co,corrida_3,4.2-µmol/mol,134,4.174,183
co,corrida_3,4.2-µmol/mol,135,4.177,183
co,corrida_3,4.2-µmol/mol,136,4.154,183
co,corrida_3,4.2-µmol/mol,137,4.169,183
co,corrida_3,4.2-µmol/mol,138,4.196,183
co,corrida_3,4.2-µmol/mol,139,4.167,183
co,corrida_3,4.2-µmol/mol,140,4.147,183
co,corrida_3,4.2-µmol/mol,141,4.211,183
co,corrida_3,4.2-µmol/mol,142,4.165,183
co,corrida_3,4.2-µmol/mol,143,4.156,183
co,corrida_3,4.2-µmol/mol,144,4.168,183
co,corrida_3,4.2-µmol/mol,145,4.146,183
co,corrida_3,4.2-µmol/mol,146,4.181,183
co,corrida_3,4.2-µmol/mol,147,4.182,183
co,corrida_3,4.2-µmol/mol,148,4.154,183
co,corrida_3,4.2-µmol/mol,149,4.171,183
co,corrida_3,4.2-µmol/mol,150,4.163,183
co,corrida_3,4.2-µmol/mol,151,4.154,183
co,corrida_3,4.2-µmol/mol,152,4.157,183
co,corrida_3,4.2-µmol/mol,153,4.153,183
co,corrida_3,4.2-µmol/mol,154,4.158,183
co,corrida_3,4.2-µmol/mol,155,4.158,183
co,corrida_3,4.2-µmol/mol,156,4.151,183
co,corrida_3,4.2-µmol/mol,157,4.157,183
co,corrida_3,4.2-µmol/mol,158,4.148,183
co,corrida_3,4.2-µmol/mol,159,4.166,183
co,corrida_3,4.2-µmol/mol,160,4.186,183
co,corrida_3,4.2-µmol/mol,161,4.146,183
co,corrida_3,4.2-µmol/mol,162,4.155,183
co,corrida_3,4.2-µmol/mol,163,4.154,183
co,corrida_3,4.2-µmol/mol,164,4.16,183
co,corrida_3,4.2-µmol/mol,165,4.184,183
co,corrida_3,4.2-µmol/mol,166,4.157,183
co,corrida_3,4.2-µmol/mol,167,4.152,183
co,corrida_3,4.2-µmol/mol,168,4.15,183
co,corrida_3,4.2-µmol/mol,169,4.169,183
co,corrida_3,4.2-µmol/mol,170,4.154,183
co,corrida_3,4.2-µmol/mol,171,4.144,183
co,corrida_3,4.2-µmol/mol,172,4.175,183
co,corrida_3,4.2-µmol/mol,173,4.182,183
co,corrida_3,4.2-µmol/mol,174,4.149,183
co,corrida_3,4.2-µmol/mol,175,4.162,183
co,corrida_3,4.2-µmol/mol,176,4.196,183
co,corrida_3,4.2-µmol/mol,177,4.156,183
co,corrida_3,4.2-µmol/mol,178,4.147,183
co,corrida_3,4.2-µmol/mol,179,4.166,183
co,corrida_3,4.2-µmol/mol,180,4.148,183
co,corrida_3,4.2-µmol/mol,181,4.175,183
co,corrida_3,4.2-µmol/mol,182,4.169,183
co,corrida_3,4.2-µmol/mol,183,4.187,183
co,corrida_3,4.2-µmol/mol,184,4.161,183
co,corrida_3,4.2-µmol/mol,185,4.159,183
co,corrida_3,4.2-µmol/mol,186,4.166,183
co,corrida_3,4.2-µmol/mol,187,4.163,183
co,corrida_3,4.2-µmol/mol,188,4.147,183
co,corrida_3,4.2-µmol/mol,189,4.153,183
co,corrida_3,4.2-µmol/mol,190,4.172,183
co,corrida_3,4.2-µmol/mol,191,4.152,183
co,corrida_3,4.2-µmol/mol,192,4.163,183
co,corrida_3,4.2-µmol/mol,193,4.182,183
co,corrida_3,4.2-µmol/mol,194,4.148,183
co,corrida_3,4.2-µmol/mol,195,4.171,183
co,corrida_3,4.2-µmol/mol,196,4.157,183
co,corrida_3,4.2-µmol/mol,197,4.144,183
co,corrida_3,4.2-µmol/mol,198,4.166,183
co,corrida_3,4.2-µmol/mol,199,4.179,183
co,corrida_3,4.2-µmol/mol,200,4.147,183
co,corrida_4,2.8-µmol/mol,1,2.771,177
co,corrida_4,2.8-µmol/mol,2,2.76,177
co,corrida_4,2.8-µmol/mol,3,2.773,177
co,corrida_4,2.8-µmol/mol,4,2.766,177
co,corrida_4,2.8-µmol/mol,5,2.774,177
co,corrida_4,2.8-µmol/mol,6,2.775,177
co,corrida_4,2.8-µmol/mol,7,2.78,177
co,corrida_4,2.8-µmol/mol,8,2.771,177
co,corrida_4,2.8-µmol/mol,9,2.778,177
co,corrida_4,2.8-µmol/mol,10,2.763,177
co,corrida_4,2.8-µmol/mol,11,2.77,177
co,corrida_4,2.8-µmol/mol,12,2.768,177
co,corrida_4,2.8-µmol/mol,13,2.775,177
co,corrida_4,2.8-µmol/mol,14,2.768,177
co,corrida_4,2.8-µmol/mol,15,2.779,177
co,corrida_4,2.8-µmol/mol,16,2.764,177
co,corrida_4,2.8-µmol/mol,17,2.767,177
co,corrida_4,2.8-µmol/mol,18,2.773,177
co,corrida_4,2.8-µmol/mol,19,2.771,177
co,corrida_4,2.8-µmol/mol,20,2.773,177
co,corrida_4,2.8-µmol/mol,21,2.791,177
co,corrida_4,2.8-µmol/mol,22,2.757,177
co,corrida_4,2.8-µmol/mol,23,2.771,177
co,corrida_4,2.8-µmol/mol,24,2.784,177
co,corrida_4,2.8-µmol/mol,25,2.773,177
co,corrida_4,2.8-µmol/mol,26,2.764,177
co,corrida_4,2.8-µmol/mol,27,2.776,177
co,corrida_4,2.8-µmol/mol,28,2.77,177
co,corrida_4,2.8-µmol/mol,29,2.765,177
co,corrida_4,2.8-µmol/mol,30,2.765,177
co,corrida_4,2.8-µmol/mol,31,2.757,177
co,corrida_4,2.8-µmol/mol,32,2.773,177
co,corrida_4,2.8-µmol/mol,33,2.767,177
co,corrida_4,2.8-µmol/mol,34,2.769,177
co,corrida_4,2.8-µmol/mol,35,2.783,177
co,corrida_4,2.8-µmol/mol,36,2.77,177
co,corrida_4,2.8-µmol/mol,37,2.768,177
co,corrida_4,2.8-µmol/mol,38,2.779,177
co,corrida_4,2.8-µmol/mol,39,2.772,177
co,corrida_4,2.8-µmol/mol,40,2.761,177
co,corrida_4,2.8-µmol/mol,41,2.775,177
co,corrida_4,2.8-µmol/mol,42,2.767,177
co,corrida_4,2.8-µmol/mol,43,2.765,177
co,corrida_4,2.8-µmol/mol,44,2.77,177
co,corrida_4,2.8-µmol/mol,45,2.778,177
co,corrida_4,2.8-µmol/mol,46,2.767,177
co,corrida_4,2.8-µmol/mol,47,2.784,177
co,corrida_4,2.8-µmol/mol,48,2.767,177
co,corrida_4,2.8-µmol/mol,49,2.774,177
co,corrida_4,2.8-µmol/mol,50,2.779,177
co,corrida_4,2.8-µmol/mol,51,2.765,177
co,corrida_4,2.8-µmol/mol,52,2.778,177
co,corrida_4,2.8-µmol/mol,53,2.769,177
co,corrida_4,2.8-µmol/mol,54,2.771,177
co,corrida_4,2.8-µmol/mol,55,2.77,177
co,corrida_4,2.8-µmol/mol,56,2.767,177
co,corrida_4,2.8-µmol/mol,57,2.773,177
co,corrida_4,2.8-µmol/mol,58,2.763,177
co,corrida_4,2.8-µmol/mol,59,2.788,177
co,corrida_4,2.8-µmol/mol,60,2.782,177
co,corrida_4,2.8-µmol/mol,61,2.775,177
co,corrida_4,2.8-µmol/mol,62,2.77,177
co,corrida_4,2.8-µmol/mol,63,2.772,177
co,corrida_4,2.8-µmol/mol,64,2.766,177
co,corrida_4,2.8-µmol/mol,65,2.757,177
co,corrida_4,2.8-µmol/mol,66,2.779,177
co,corrida_4,2.8-µmol/mol,67,2.782,177
co,corrida_4,2.8-µmol/mol,68,2.766,177
co,corrida_4,2.8-µmol/mol,69,2.769,177
co,corrida_4,2.8-µmol/mol,70,2.771,177
co,corrida_4,2.8-µmol/mol,71,2.774,177
co,corrida_4,2.8-µmol/mol,72,2.762,177
co,corrida_4,2.8-µmol/mol,73,2.774,177
co,corrida_4,2.8-µmol/mol,74,2.765,177
co,corrida_4,2.8-µmol/mol,75,2.778,177
co,corrida_4,2.8-µmol/mol,76,2.774,177
co,corrida_4,2.8-µmol/mol,77,2.773,177
co,corrida_4,2.8-µmol/mol,78,2.769,177
co,corrida_4,2.8-µmol/mol,79,2.777,177
co,corrida_4,2.8-µmol/mol,80,2.787,177
co,corrida_4,2.8-µmol/mol,81,2.772,177
co,corrida_4,2.8-µmol/mol,82,2.763,177
co,corrida_4,2.8-µmol/mol,83,2.779,177
co,corrida_4,2.8-µmol/mol,84,2.774,177
co,corrida_4,2.8-µmol/mol,85,2.767,177
co,corrida_4,2.8-µmol/mol,86,2.777,177
co,corrida_4,2.8-µmol/mol,87,2.765,177
co,corrida_4,2.8-µmol/mol,88,2.777,177
co,corrida_4,2.8-µmol/mol,89,2.756,177
co,corrida_4,2.8-µmol/mol,90,2.77,177
co,corrida_4,2.8-µmol/mol,91,2.786,177
co,corrida_4,2.8-µmol/mol,92,2.771,177
co,corrida_4,2.8-µmol/mol,93,2.765,177
co,corrida_4,2.8-µmol/mol,94,2.768,177
co,corrida_4,2.8-µmol/mol,95,2.78,177
co,corrida_4,2.8-µmol/mol,96,2.776,177
co,corrida_4,2.8-µmol/mol,97,2.769,177
co,corrida_4,2.8-µmol/mol,98,2.773,177
co,corrida_4,2.8-µmol/mol,99,2.769,177
co,corrida_4,2.8-µmol/mol,100,2.769,177
co,corrida_4,2.8-µmol/mol,101,2.782,177
co,corrida_4,2.8-µmol/mol,102,2.78,177
co,corrida_4,2.8-µmol/mol,103,2.762,177
co,corrida_4,2.8-µmol/mol,104,2.762,177
co,corrida_4,2.8-µmol/mol,105,2.754,177
co,corrida_4,2.8-µmol/mol,106,2.762,177
co,corrida_4,2.8-µmol/mol,107,2.767,177
co,corrida_4,2.8-µmol/mol,108,2.771,177
co,corrida_4,2.8-µmol/mol,109,2.774,177
co,corrida_4,2.8-µmol/mol,110,2.77,177
co,corrida_4,2.8-µmol/mol,111,2.783,177
co,corrida_4,2.8-µmol/mol,112,2.768,177
co,corrida_4,2.8-µmol/mol,113,2.774,177
co,corrida_4,2.8-µmol/mol,114,2.783,177
co,corrida_4,2.8-µmol/mol,115,2.777,177
co,corrida_4,2.8-µmol/mol,116,2.779,177
co,corrida_4,2.8-µmol/mol,117,2.768,177
co,corrida_4,2.8-µmol/mol,118,2.766,177
co,corrida_4,2.8-µmol/mol,119,2.765,177
co,corrida_4,2.8-µmol/mol,120,2.784,177
co,corrida_4,2.8-µmol/mol,121,2.777,177
co,corrida_4,2.8-µmol/mol,122,2.764,177
co,corrida_4,2.8-µmol/mol,123,2.763,177
co,corrida_4,2.8-µmol/mol,124,2.773,177
co,corrida_4,2.8-µmol/mol,125,2.772,177
co,corrida_4,2.8-µmol/mol,126,2.766,177
co,corrida_4,2.8-µmol/mol,127,2.768,177
co,corrida_4,2.8-µmol/mol,128,2.763,177
co,corrida_4,2.8-µmol/mol,129,2.783,177
co,corrida_4,2.8-µmol/mol,130,2.782,177
co,corrida_4,2.8-µmol/mol,131,2.768,177
co,corrida_4,2.8-µmol/mol,132,2.772,177
co,corrida_4,2.8-µmol/mol,133,2.777,177
co,corrida_4,2.8-µmol/mol,134,2.777,177
co,corrida_4,2.8-µmol/mol,135,2.781,177
co,corrida_4,2.8-µmol/mol,136,2.779,177
co,corrida_4,2.8-µmol/mol,137,2.773,177
co,corrida_4,2.8-µmol/mol,138,2.779,177
co,corrida_4,2.8-µmol/mol,139,2.766,177
co,corrida_4,2.8-µmol/mol,140,2.757,177
co,corrida_4,2.8-µmol/mol,141,2.765,177
co,corrida_4,2.8-µmol/mol,142,2.77,177
co,corrida_4,2.8-µmol/mol,143,2.77,177
co,corrida_4,2.8-µmol/mol,144,2.777,177
co,corrida_4,2.8-µmol/mol,145,2.779,177
co,corrida_4,2.8-µmol/mol,146,2.768,177
co,corrida_4,2.8-µmol/mol,147,2.779,177
co,corrida_4,2.8-µmol/mol,148,2.769,177
co,corrida_4,2.8-µmol/mol,149,2.775,177
co,corrida_4,2.8-µmol/mol,150,2.784,177
co,corrida_4,2.8-µmol/mol,151,2.772,177
co,corrida_4,2.8-µmol/mol,152,2.772,177
co,corrida_4,2.8-µmol/mol,153,2.766,177
co,corrida_4,2.8-µmol/mol,154,2.768,177
co,corrida_4,2.8-µmol/mol,155,2.765,177
co,corrida_4,2.8-µmol/mol,156,2.768,177
co,corrida_4,2.8-µmol/mol,157,2.772,177
co,corrida_4,2.8-µmol/mol,158,2.771,177
co,corrida_4,2.8-µmol/mol,159,2.757,177
co,corrida_4,2.8-µmol/mol,160,2.766,177
co,corrida_4,2.8-µmol/mol,161,2.768,177
co,corrida_4,2.8-µmol/mol,162,2.774,177
co,corrida_4,2.8-µmol/mol,163,2.78,177
co,corrida_4,2.8-µmol/mol,164,2.774,177
co,corrida_4,2.8-µmol/mol,165,2.764,177
co,corrida_4,2.8-µmol/mol,166,2.777,177
co,corrida_4,2.8-µmol/mol,167,2.773,177
co,corrida_4,2.8-µmol/mol,168,2.764,177
co,corrida_4,2.8-µmol/mol,169,2.783,177
co,corrida_4,2.8-µmol/mol,170,2.77,177
co,corrida_4,2.8-µmol/mol,171,2.776,177
co,corrida_4,2.8-µmol/mol,172,2.779,177
co,corrida_4,2.8-µmol/mol,173,2.761,177
co,corrida_4,2.8-µmol/mol,174,2.782,177
co,corrida_4,2.8-µmol/mol,175,2.76,177
co,corrida_4,2.8-µmol/mol,176,2.766,177
co,corrida_4,2.8-µmol/mol,177,2.778,177
co,corrida_4,2.8-µmol/mol,178,2.77,177
co,corrida_4,2.8-µmol/mol,179,2.763,177
co,corrida_4,2.8-µmol/mol,180,2.78,177
co,corrida_4,2.8-µmol/mol,181,2.767,177
co,corrida_4,2.8-µmol/mol,182,2.761,177
co,corrida_4,2.8-µmol/mol,183,2.771,177
co,corrida_4,2.8-µmol/mol,184,2.769,177
co,corrida_4,2.8-µmol/mol,185,2.776,177
co,corrida_4,2.8-µmol/mol,186,2.767,177
co,corrida_4,2.8-µmol/mol,187,2.784,177
co,corrida_4,2.8-µmol/mol,188,2.782,177
co,corrida_4,2.8-µmol/mol,189,2.765,177
co,corrida_4,2.8-µmol/mol,190,2.784,177
co,corrida_4,2.8-µmol/mol,191,2.779,177
co,corrida_4,2.8-µmol/mol,192,2.766,177
co,corrida_4,2.8-µmol/mol,193,2.788,177
co,corrida_4,2.8-µmol/mol,194,2.777,177
co,corrida_4,2.8-µmol/mol,195,2.774,177
co,corrida_4,2.8-µmol/mol,196,2.774,177
co,corrida_4,2.8-µmol/mol,197,2.77,177
co,corrida_4,2.8-µmol/mol,198,2.767,177
co,corrida_4,2.8-µmol/mol,199,2.784,177
co,corrida_4,2.8-µmol/mol,200,2.774,177
co,corrida_5,1.4-µmol/mol,1,1.4,268
co,corrida_5,1.4-µmol/mol,2,1.389,268
co,corrida_5,1.4-µmol/mol,3,1.383,268
co,corrida_5,1.4-µmol/mol,4,1.392,268
co,corrida_5,1.4-µmol/mol,5,1.392,268
co,corrida_5,1.4-µmol/mol,6,1.388,268
co,corrida_5,1.4-µmol/mol,7,1.39,268
co,corrida_5,1.4-µmol/mol,8,1.403,268
co,corrida_5,1.4-µmol/mol,9,1.394,268
co,corrida_5,1.4-µmol/mol,10,1.388,268
co,corrida_5,1.4-µmol/mol,11,1.388,268
co,corrida_5,1.4-µmol/mol,12,1.396,268
co,corrida_5,1.4-µmol/mol,13,1.392,268
co,corrida_5,1.4-µmol/mol,14,1.389,268
co,corrida_5,1.4-µmol/mol,15,1.398,268
co,corrida_5,1.4-µmol/mol,16,1.396,268
co,corrida_5,1.4-µmol/mol,17,1.389,268
co,corrida_5,1.4-µmol/mol,18,1.396,268
co,corrida_5,1.4-µmol/mol,19,1.392,268
co,corrida_5,1.4-µmol/mol,20,1.39,268
co,corrida_5,1.4-µmol/mol,21,1.391,268
co,corrida_5,1.4-µmol/mol,22,1.388,268
co,corrida_5,1.4-µmol/mol,23,1.396,268
co,corrida_5,1.4-µmol/mol,24,1.375,268
co,corrida_5,1.4-µmol/mol,25,1.392,268
co,corrida_5,1.4-µmol/mol,26,1.384,268
co,corrida_5,1.4-µmol/mol,27,1.383,268
co,corrida_5,1.4-µmol/mol,28,1.394,268
co,corrida_5,1.4-µmol/mol,29,1.391,268
co,corrida_5,1.4-µmol/mol,30,1.385,268
co,corrida_5,1.4-µmol/mol,31,1.392,268
co,corrida_5,1.4-µmol/mol,32,1.395,268
co,corrida_5,1.4-µmol/mol,33,1.392,268
co,corrida_5,1.4-µmol/mol,34,1.392,268
co,corrida_5,1.4-µmol/mol,35,1.392,268
co,corrida_5,1.4-µmol/mol,36,1.392,268
co,corrida_5,1.4-µmol/mol,37,1.394,268
co,corrida_5,1.4-µmol/mol,38,1.39,268
co,corrida_5,1.4-µmol/mol,39,1.407,268
co,corrida_5,1.4-µmol/mol,40,1.389,268
co,corrida_5,1.4-µmol/mol,41,1.389,268
co,corrida_5,1.4-µmol/mol,42,1.384,268
co,corrida_5,1.4-µmol/mol,43,1.392,268
co,corrida_5,1.4-µmol/mol,44,1.4,268
co,corrida_5,1.4-µmol/mol,45,1.397,268
co,corrida_5,1.4-µmol/mol,46,1.384,268
co,corrida_5,1.4-µmol/mol,47,1.386,268
co,corrida_5,1.4-µmol/mol,48,1.387,268
co,corrida_5,1.4-µmol/mol,49,1.384,268
co,corrida_5,1.4-µmol/mol,50,1.392,268
co,corrida_5,1.4-µmol/mol,51,1.389,268
co,corrida_5,1.4-µmol/mol,52,1.391,268
co,corrida_5,1.4-µmol/mol,53,1.386,268
co,corrida_5,1.4-µmol/mol,54,1.385,268
co,corrida_5,1.4-µmol/mol,55,1.381,268
co,corrida_5,1.4-µmol/mol,56,1.39,268
co,corrida_5,1.4-µmol/mol,57,1.397,268
co,corrida_5,1.4-µmol/mol,58,1.389,268
co,corrida_5,1.4-µmol/mol,59,1.396,268
co,corrida_5,1.4-µmol/mol,60,1.4,268
co,corrida_5,1.4-µmol/mol,61,1.403,268
co,corrida_5,1.4-µmol/mol,62,1.397,268
co,corrida_5,1.4-µmol/mol,63,1.392,268
co,corrida_5,1.4-µmol/mol,64,1.401,268
co,corrida_5,1.4-µmol/mol,65,1.399,268
co,corrida_5,1.4-µmol/mol,66,1.399,268
co,corrida_5,1.4-µmol/mol,67,1.381,268
co,corrida_5,1.4-µmol/mol,68,1.391,268
co,corrida_5,1.4-µmol/mol,69,1.392,268
co,corrida_5,1.4-µmol/mol,70,1.404,268
co,corrida_5,1.4-µmol/mol,71,1.385,268
co,corrida_5,1.4-µmol/mol,72,1.394,268
co,corrida_5,1.4-µmol/mol,73,1.388,268
co,corrida_5,1.4-µmol/mol,74,1.391,268
co,corrida_5,1.4-µmol/mol,75,1.391,268
co,corrida_5,1.4-µmol/mol,76,1.401,268
co,corrida_5,1.4-µmol/mol,77,1.39,268
co,corrida_5,1.4-µmol/mol,78,1.395,268
co,corrida_5,1.4-µmol/mol,79,1.389,268
co,corrida_5,1.4-µmol/mol,80,1.391,268
co,corrida_5,1.4-µmol/mol,81,1.382,268
co,corrida_5,1.4-µmol/mol,82,1.389,268
co,corrida_5,1.4-µmol/mol,83,1.396,268
co,corrida_5,1.4-µmol/mol,84,1.403,268
co,corrida_5,1.4-µmol/mol,85,1.39,268
co,corrida_5,1.4-µmol/mol,86,1.388,268
co,corrida_5,1.4-µmol/mol,87,1.39,268
co,corrida_5,1.4-µmol/mol,88,1.394,268
co,corrida_5,1.4-µmol/mol,89,1.397,268
co,corrida_5,1.4-µmol/mol,90,1.39,268
co,corrida_5,1.4-µmol/mol,91,1.391,268
co,corrida_5,1.4-µmol/mol,92,1.384,268
co,corrida_5,1.4-µmol/mol,93,1.392,268
co,corrida_5,1.4-µmol/mol,94,1.388,268
co,corrida_5,1.4-µmol/mol,95,1.391,268
co,corrida_5,1.4-µmol/mol,96,1.389,268
co,corrida_5,1.4-µmol/mol,97,1.386,268
co,corrida_5,1.4-µmol/mol,98,1.397,268
co,corrida_5,1.4-µmol/mol,99,1.404,268
co,corrida_5,1.4-µmol/mol,100,1.391,268
co,corrida_5,1.4-µmol/mol,101,1.383,268
co,corrida_5,1.4-µmol/mol,102,1.39,268
co,corrida_5,1.4-µmol/mol,103,1.401,268
co,corrida_5,1.4-µmol/mol,104,1.39,268
co,corrida_5,1.4-µmol/mol,105,1.387,268
co,corrida_5,1.4-µmol/mol,106,1.39,268
co,corrida_5,1.4-µmol/mol,107,1.388,268
co,corrida_5,1.4-µmol/mol,108,1.394,268
co,corrida_5,1.4-µmol/mol,109,1.388,268
co,corrida_5,1.4-µmol/mol,110,1.389,268
co,corrida_5,1.4-µmol/mol,111,1.395,268
co,corrida_5,1.4-µmol/mol,112,1.4,268
co,corrida_5,1.4-µmol/mol,113,1.392,268
co,corrida_5,1.4-µmol/mol,114,1.393,268
co,corrida_5,1.4-µmol/mol,115,1.393,268
co,corrida_5,1.4-µmol/mol,116,1.401,268
co,corrida_5,1.4-µmol/mol,117,1.394,268
co,corrida_5,1.4-µmol/mol,118,1.392,268
co,corrida_5,1.4-µmol/mol,119,1.392,268
co,corrida_5,1.4-µmol/mol,120,1.399,268
co,corrida_5,1.4-µmol/mol,121,1.391,268
co,corrida_5,1.4-µmol/mol,122,1.388,268
co,corrida_5,1.4-µmol/mol,123,1.389,268
co,corrida_5,1.4-µmol/mol,124,1.389,268
co,corrida_5,1.4-µmol/mol,125,1.387,268
co,corrida_5,1.4-µmol/mol,126,1.391,268
co,corrida_5,1.4-µmol/mol,127,1.392,268
co,corrida_5,1.4-µmol/mol,128,1.391,268
co,corrida_5,1.4-µmol/mol,129,1.393,268
co,corrida_5,1.4-µmol/mol,130,1.39,268
co,corrida_5,1.4-µmol/mol,131,1.392,268
co,corrida_5,1.4-µmol/mol,132,1.392,268
co,corrida_5,1.4-µmol/mol,133,1.389,268
co,corrida_5,1.4-µmol/mol,134,1.387,268
co,corrida_5,1.4-µmol/mol,135,1.392,268
co,corrida_5,1.4-µmol/mol,136,1.397,268
co,corrida_5,1.4-µmol/mol,137,1.394,268
co,corrida_5,1.4-µmol/mol,138,1.397,268
co,corrida_5,1.4-µmol/mol,139,1.388,268
co,corrida_5,1.4-µmol/mol,140,1.393,268
co,corrida_5,1.4-µmol/mol,141,1.394,268
co,corrida_5,1.4-µmol/mol,142,1.384,268
co,corrida_5,1.4-µmol/mol,143,1.385,268
co,corrida_5,1.4-µmol/mol,144,1.388,268
co,corrida_5,1.4-µmol/mol,145,1.391,268
co,corrida_5,1.4-µmol/mol,146,1.397,268
co,corrida_5,1.4-µmol/mol,147,1.411,268
co,corrida_5,1.4-µmol/mol,148,1.393,268
co,corrida_5,1.4-µmol/mol,149,1.384,268
co,corrida_5,1.4-µmol/mol,150,1.392,268
co,corrida_5,1.4-µmol/mol,151,1.395,268
co,corrida_5,1.4-µmol/mol,152,1.387,268
co,corrida_5,1.4-µmol/mol,153,1.389,268
co,corrida_5,1.4-µmol/mol,154,1.389,268
co,corrida_5,1.4-µmol/mol,155,1.387,268
co,corrida_5,1.4-µmol/mol,156,1.401,268
co,corrida_5,1.4-µmol/mol,157,1.401,268
co,corrida_5,1.4-µmol/mol,158,1.384,268
co,corrida_5,1.4-µmol/mol,159,1.385,268
co,corrida_5,1.4-µmol/mol,160,1.39,268
co,corrida_5,1.4-µmol/mol,161,1.39,268
co,corrida_5,1.4-µmol/mol,162,1.384,268
co,corrida_5,1.4-µmol/mol,163,1.389,268
co,corrida_5,1.4-µmol/mol,164,1.39,268
co,corrida_5,1.4-µmol/mol,165,1.386,268
co,corrida_5,1.4-µmol/mol,166,1.391,268
co,corrida_5,1.4-µmol/mol,167,1.391,268
co,corrida_5,1.4-µmol/mol,168,1.402,268
co,corrida_5,1.4-µmol/mol,169,1.393,268
co,corrida_5,1.4-µmol/mol,170,1.401,268
co,corrida_5,1.4-µmol/mol,171,1.393,268
co,corrida_5,1.4-µmol/mol,172,1.387,268
co,corrida_5,1.4-µmol/mol,173,1.39,268
co,corrida_5,1.4-µmol/mol,174,1.394,268
co,corrida_5,1.4-µmol/mol,175,1.391,268
co,corrida_5,1.4-µmol/mol,176,1.388,268
co,corrida_5,1.4-µmol/mol,177,1.383,268
co,corrida_5,1.4-µmol/mol,178,1.392,268
co,corrida_5,1.4-µmol/mol,179,1.404,268
co,corrida_5,1.4-µmol/mol,180,1.384,268
co,corrida_5,1.4-µmol/mol,181,1.395,268
co,corrida_5,1.4-µmol/mol,182,1.389,268
co,corrida_5,1.4-µmol/mol,183,1.388,268
co,corrida_5,1.4-µmol/mol,184,1.387,268
co,corrida_5,1.4-µmol/mol,185,1.388,268
co,corrida_5,1.4-µmol/mol,186,1.393,268
co,corrida_5,1.4-µmol/mol,187,1.394,268
co,corrida_5,1.4-µmol/mol,188,1.394,268
co,corrida_5,1.4-µmol/mol,189,1.397,268
co,corrida_5,1.4-µmol/mol,190,1.384,268
co,corrida_5,1.4-µmol/mol,191,1.386,268
co,corrida_5,1.4-µmol/mol,192,1.388,268
co,corrida_5,1.4-µmol/mol,193,1.383,268
co,corrida_5,1.4-µmol/mol,194,1.394,268
co,corrida_5,1.4-µmol/mol,195,1.401,268
co,corrida_5,1.4-µmol/mol,196,1.395,268
co,corrida_5,1.4-µmol/mol,197,1.386,268
co,corrida_5,1.4-µmol/mol,198,1.387,268
co,corrida_5,1.4-µmol/mol,199,1.392,268
co,corrida_5,1.4-µmol/mol,200,1.385,268
so2,corrida_1,0-nmol/mol,1,0.333,93
so2,corrida_1,0-nmol/mol,2,-0.03,93
so2,corrida_1,0-nmol/mol,3,0.333,93
so2,corrida_1,0-nmol/mol,4,0.336,93
so2,corrida_1,0-nmol/mol,5,0.336,93
so2,corrida_1,0-nmol/mol,6,0.327,93
so2,corrida_1,0-nmol/mol,7,0.335,93
so2,corrida_1,0-nmol/mol,8,0.332,93
so2,corrida_1,0-nmol/mol,9,0.333,93
so2,corrida_1,0-nmol/mol,10,0.329,93
so2,corrida_1,0-nmol/mol,11,1.404,93
so2,corrida_1,0-nmol/mol,12,0.338,93
so2,corrida_1,0-nmol/mol,13,-0.024,93
so2,corrida_1,0-nmol/mol,14,-0.009,93
so2,corrida_1,0-nmol/mol,15,-0.028,93
so2,corrida_1,0-nmol/mol,16,0.329,93
so2,corrida_1,0-nmol/mol,17,0.325,93
so2,corrida_1,0-nmol/mol,18,-0.025,93
so2,corrida_1,0-nmol/mol,19,0.341,93
so2,corrida_1,0-nmol/mol,20,0.331,93
so2,corrida_1,0-nmol/mol,21,-0.026,93
so2,corrida_1,0-nmol/mol,22,-0.029,93
so2,corrida_1,0-nmol/mol,23,0.692,93
so2,corrida_1,0-nmol/mol,24,0.693,93
so2,corrida_1,0-nmol/mol,25,-0.021,93
so2,corrida_1,0-nmol/mol,26,0.334,93
so2,corrida_1,0-nmol/mol,27,0.333,93
so2,corrida_1,0-nmol/mol,28,-0.021,93
so2,corrida_1,0-nmol/mol,29,-0.023,93
so2,corrida_1,0-nmol/mol,30,0.33,93
so2,corrida_1,0-nmol/mol,31,-0.024,93
so2,corrida_1,0-nmol/mol,32,0.334,93
so2,corrida_1,0-nmol/mol,33,0.335,93
so2,corrida_1,0-nmol/mol,34,-0.031,93
so2,corrida_1,0-nmol/mol,35,0.337,93
so2,corrida_1,0-nmol/mol,36,0.686,93
so2,corrida_1,0-nmol/mol,37,0.689,93
so2,corrida_1,0-nmol/mol,38,0.328,93
so2,corrida_1,0-nmol/mol,39,0.693,93
so2,corrida_1,0-nmol/mol,40,0.695,93
so2,corrida_1,0-nmol/mol,41,0.33,93
so2,corrida_1,0-nmol/mol,42,-0.026,93
so2,corrida_1,0-nmol/mol,43,0.335,93
so2,corrida_1,0-nmol/mol,44,-0.034,93
so2,corrida_1,0-nmol/mol,45,0.685,93
